,Charging Current (A),Actual Pilot (A),Voltage (V),Charging State,Energy Delivered (kWh),Power (kW)
2019-12-02T19:37:55+00:00,15.9,17.0,220.9,ADAPTIVE,6.2238594444399995,3.554
2019-12-02T19:38:00+00:00,16.0,17.0,220.9,ADAPTIVE,6.22774138889,3.569
2019-12-02T19:38:04+00:00,16.0,17.0,221.3,ADAPTIVE,6.23164194444,3.569
2019-12-02T19:38:07+00:00,16.0,17.0,221.2,ADAPTIVE,6.23552555556,3.564
2019-12-02T19:38:13+00:00,16.0,17.0,221.1,ADAPTIVE,6.23942416667,3.562
2019-12-02T19:38:15+00:00,16.0,17.0,220.9,ADAPTIVE,6.24330444444,3.5589999999999997
2019-12-02T19:38:19+00:00,16.0,17.0,221.0,ADAPTIVE,6.24717833333,3.5589999999999997
2019-12-02T19:38:23+00:00,16.0,17.0,220.7,ADAPTIVE,6.251072499999999,3.5759999999999996
2019-12-02T19:38:27+00:00,16.0,17.0,220.8,ADAPTIVE,6.25495055556,3.55
2019-12-02T19:38:31+00:00,16.0,19.0,220.8,ADAPTIVE,6.25883222222,3.5719999999999996
2019-12-02T19:38:35+00:00,16.0,19.0,221.1,ADAPTIVE,6.26273111111,3.569
2019-12-02T19:38:39+00:00,16.0,19.0,220.1,ADAPTIVE,6.26660805556,3.55
2019-12-02T19:38:44+00:00,15.9,19.0,220.7,ADAPTIVE,6.270483888889999,3.55
2019-12-02T19:38:47+00:00,16.1,19.0,220.9,ADAPTIVE,6.27437777778,3.581
2019-12-02T19:38:51+00:00,16.0,19.0,221.1,ADAPTIVE,6.2782575,3.574
2019-12-02T19:38:55+00:00,15.9,19.0,221.3,ADAPTIVE,6.28215611111,3.554
2019-12-02T19:38:58+00:00,16.0,19.0,221.1,ADAPTIVE,6.2860375,3.564
2019-12-02T19:39:02+00:00,16.0,19.0,221.0,ADAPTIVE,6.2899199999999995,3.561
2019-12-02T19:39:06+00:00,16.0,19.0,220.9,ADAPTIVE,6.29381694444,3.568
2019-12-02T19:39:10+00:00,16.0,19.0,220.9,ADAPTIVE,6.297698888889999,3.566
2019-12-02T19:39:15+00:00,15.9,19.0,220.7,ADAPTIVE,6.3015777777799995,3.5509999999999997
2019-12-02T19:39:18+00:00,15.9,19.0,220.9,ADAPTIVE,6.3054727777799995,3.54
2019-12-02T19:39:22+00:00,15.9,19.0,220.6,ADAPTIVE,6.30935138889,3.545
2019-12-02T19:39:26+00:00,16.0,19.0,221.1,ADAPTIVE,6.3132469444399995,3.5749999999999997
2019-12-02T19:39:30+00:00,16.0,19.0,221.3,ADAPTIVE,6.3171283333299995,3.564
2019-12-02T19:39:34+00:00,16.0,18.0,221.2,ADAPTIVE,6.32100777778,3.5669999999999997
2019-12-02T19:39:38+00:00,16.0,18.0,221.0,ADAPTIVE,6.32490416667,3.577
2019-12-02T19:39:42+00:00,15.9,19.0,220.8,ADAPTIVE,6.32878472222,3.553
2019-12-02T19:39:46+00:00,16.0,19.0,221.2,ADAPTIVE,6.33268138889,3.5669999999999997
2019-12-02T19:39:50+00:00,16.0,19.0,221.1,ADAPTIVE,6.33656194444,3.573
2019-12-02T19:39:54+00:00,16.0,19.0,220.9,ADAPTIVE,6.34045916667,3.566
2019-12-02T19:39:57+00:00,16.0,19.0,221.0,ADAPTIVE,6.34434027778,3.5629999999999997
2019-12-02T19:40:02+00:00,16.0,19.0,221.0,ADAPTIVE,6.34822055556,3.5549999999999997
2019-12-02T19:40:06+00:00,16.0,19.0,221.0,ADAPTIVE,6.3521194444399995,3.57
2019-12-02T19:40:09+00:00,16.0,19.0,221.2,ADAPTIVE,6.3560008333299995,3.5709999999999997
2019-12-02T19:40:14+00:00,15.9,19.0,220.9,ADAPTIVE,6.35988138889,3.55
2019-12-02T19:40:18+00:00,15.9,19.0,220.8,ADAPTIVE,6.36377777778,3.552
2019-12-02T19:40:21+00:00,16.0,19.0,220.9,ADAPTIVE,6.3676575,3.5629999999999997
2019-12-02T19:40:25+00:00,15.9,19.0,220.8,ADAPTIVE,6.3715525,3.5509999999999997
2019-12-02T19:40:29+00:00,16.0,19.0,220.9,ADAPTIVE,6.37543222222,3.574
2019-12-02T19:40:33+00:00,16.0,19.0,221.1,ADAPTIVE,6.37931277778,3.574
2019-12-02T19:40:37+00:00,16.0,19.0,221.0,ADAPTIVE,6.38321083333,3.5709999999999997
2019-12-02T19:40:41+00:00,15.9,19.0,221.1,ADAPTIVE,6.38709055556,3.556
2019-12-02T19:40:45+00:00,16.0,19.0,220.7,ADAPTIVE,6.39098305556,3.568
2019-12-02T19:40:49+00:00,16.0,19.0,220.8,ADAPTIVE,6.39485638889,3.556
2019-12-02T19:40:53+00:00,15.9,19.0,220.5,ADAPTIVE,6.39874555556,3.544
2019-12-02T19:40:57+00:00,15.9,19.0,221.2,ADAPTIVE,6.40262388889,3.541
2019-12-02T19:41:01+00:00,16.0,19.0,220.8,ADAPTIVE,6.4065199999999995,3.574
2019-12-02T19:41:05+00:00,16.0,19.0,220.8,ADAPTIVE,6.41040083333,3.562
2019-12-02T19:41:09+00:00,16.0,19.0,221.1,ADAPTIVE,6.4142783333299995,3.562
2019-12-02T19:41:12+00:00,16.0,19.0,221.0,ADAPTIVE,6.41817388889,3.5669999999999997
2019-12-02T19:41:17+00:00,15.9,19.0,220.9,ADAPTIVE,6.42205194444,3.55
2019-12-02T19:41:21+00:00,15.9,19.0,220.8,ADAPTIVE,6.42594555556,3.552
2019-12-02T19:41:24+00:00,15.9,19.0,220.9,ADAPTIVE,6.42982388889,3.5589999999999997
2019-12-02T19:41:28+00:00,16.0,19.0,220.8,ADAPTIVE,6.4337011111099995,3.568
2019-12-02T19:41:32+00:00,15.9,19.0,221.3,ADAPTIVE,6.43759777778,3.5549999999999997
2019-12-02T19:41:36+00:00,16.0,19.0,220.8,ADAPTIVE,6.44148166667,3.5629999999999997
2019-12-02T19:41:40+00:00,16.0,19.0,221.0,ADAPTIVE,6.4453825,3.5749999999999997
2019-12-02T19:41:44+00:00,16.0,19.0,221.4,ADAPTIVE,6.44926777778,3.574
2019-12-02T19:41:48+00:00,15.9,19.0,221.2,ADAPTIVE,6.45315527778,3.5629999999999997
2019-12-02T19:41:52+00:00,16.0,19.0,221.5,ADAPTIVE,6.45705888889,3.568
2019-12-02T19:41:56+00:00,16.0,19.0,221.2,ADAPTIVE,6.460948333329999,3.574
2019-12-02T19:42:00+00:00,16.0,19.0,221.2,ADAPTIVE,6.464851944439999,3.565
2019-12-02T19:42:04+00:00,16.0,19.0,221.3,ADAPTIVE,6.4687377777799995,3.5669999999999997
2019-12-02T19:42:08+00:00,16.0,20.0,221.2,ADAPTIVE,6.47262527778,3.566
2019-12-02T19:42:12+00:00,16.0,20.0,221.1,ADAPTIVE,6.47653138889,3.565
2019-12-02T19:42:15+00:00,16.0,20.0,221.3,ADAPTIVE,6.4804202777799995,3.578
2019-12-02T19:42:21+00:00,16.0,20.0,221.5,ADAPTIVE,6.484324722219999,3.5799999999999996
2019-12-02T19:42:24+00:00,16.0,20.0,221.4,ADAPTIVE,6.48821388889,3.57
2019-12-02T19:42:27+00:00,15.9,20.0,221.5,ADAPTIVE,6.492105,3.5589999999999997
2019-12-02T19:42:31+00:00,16.0,20.0,221.6,ADAPTIVE,6.49601166667,3.5669999999999997
2019-12-02T19:42:35+00:00,16.0,20.0,221.7,ADAPTIVE,6.49990388889,3.5839999999999996
2019-12-02T19:42:39+00:00,16.0,20.0,221.6,ADAPTIVE,6.5037944444399995,3.5789999999999997
2019-12-02T19:42:43+00:00,15.9,20.0,221.8,ADAPTIVE,6.50770222222,3.5549999999999997
2019-12-02T19:42:47+00:00,15.9,20.0,221.6,ADAPTIVE,6.51159305556,3.57
2019-12-02T19:42:51+00:00,16.0,20.0,221.4,ADAPTIVE,6.51550138889,3.5709999999999997
2019-12-02T19:42:55+00:00,16.0,20.0,221.4,ADAPTIVE,6.51939361111,3.5789999999999997
2019-12-02T19:42:59+00:00,15.9,20.0,221.4,ADAPTIVE,6.52328444444,3.5549999999999997
2019-12-02T19:43:03+00:00,16.0,20.0,221.6,ADAPTIVE,6.52719333333,3.5719999999999996
2019-12-02T19:43:07+00:00,16.0,20.0,221.5,ADAPTIVE,6.531086944439999,3.574
2019-12-02T19:43:10+00:00,16.0,20.0,221.7,ADAPTIVE,6.534979722219999,3.581
2019-12-02T19:43:14+00:00,16.0,20.0,221.7,ADAPTIVE,6.5388919444399995,3.5789999999999997
2019-12-02T19:43:19+00:00,16.0,20.0,221.5,ADAPTIVE,6.54278527778,3.5759999999999996
2019-12-02T19:43:23+00:00,16.0,20.0,221.5,ADAPTIVE,6.54668055556,3.585
2019-12-02T19:43:26+00:00,16.0,20.0,221.5,ADAPTIVE,6.55059305556,3.5719999999999996
2019-12-02T19:43:31+00:00,16.0,20.0,221.7,ADAPTIVE,6.55448666667,3.57
2019-12-02T19:43:34+00:00,15.9,20.0,221.7,ADAPTIVE,6.55838055556,3.557
2019-12-02T19:43:38+00:00,16.0,20.0,221.7,ADAPTIVE,6.56229027778,3.577
2019-12-02T19:43:43+00:00,16.0,20.0,221.9,ADAPTIVE,6.5661838888899995,3.569
2019-12-02T19:43:46+00:00,15.9,20.0,221.9,ADAPTIVE,6.57009388889,3.566
2019-12-02T19:43:50+00:00,16.0,20.0,221.5,ADAPTIVE,6.57398638889,3.573
2019-12-02T19:43:54+00:00,16.0,20.0,221.5,ADAPTIVE,6.57787888889,3.569
2019-12-02T19:43:58+00:00,15.9,20.0,221.8,ADAPTIVE,6.58179,3.5629999999999997
2019-12-02T19:44:02+00:00,16.0,20.0,221.4,ADAPTIVE,6.58568166667,3.574
2019-12-02T19:44:06+00:00,16.0,20.0,221.5,ADAPTIVE,6.589592222219999,3.5669999999999997
2019-12-02T19:44:10+00:00,16.0,20.0,221.7,ADAPTIVE,6.59348305556,3.578
2019-12-02T19:44:14+00:00,16.0,20.0,221.5,ADAPTIVE,6.597373333329999,3.5719999999999996
2019-12-02T19:44:18+00:00,15.9,20.0,221.5,ADAPTIVE,6.60128055556,3.562
2019-12-02T19:44:21+00:00,16.0,20.0,221.4,ADAPTIVE,6.6051716666699996,3.5749999999999997
2019-12-02T19:44:26+00:00,16.0,20.0,221.7,ADAPTIVE,6.60906388889,3.5749999999999997
2019-12-02T19:44:29+00:00,16.0,20.0,221.9,ADAPTIVE,6.61297277778,3.5629999999999997
2019-12-02T19:44:34+00:00,15.9,19.0,221.6,ADAPTIVE,6.616864444439999,3.566
2019-12-02T19:44:37+00:00,15.9,19.0,221.4,ADAPTIVE,6.62075555556,3.557
2019-12-02T19:44:41+00:00,15.9,19.0,221.7,ADAPTIVE,6.62466388889,3.562
2019-12-02T19:44:46+00:00,16.0,19.0,222.1,ADAPTIVE,6.62855444444,3.5829999999999997
2019-12-02T19:44:49+00:00,16.0,19.0,222.0,ADAPTIVE,6.63246916667,3.5839999999999996
2019-12-02T19:44:53+00:00,16.0,19.0,221.9,ADAPTIVE,6.636365833329999,3.59
2019-12-02T19:44:57+00:00,16.0,19.0,222.0,ADAPTIVE,6.64026138889,3.5799999999999996
2019-12-02T19:45:01+00:00,16.0,19.0,221.4,ADAPTIVE,6.644171388889999,3.566
2019-12-02T19:45:05+00:00,15.9,19.0,221.8,ADAPTIVE,6.64806583333,3.5669999999999997
2019-12-02T19:45:09+00:00,16.1,19.0,221.6,ADAPTIVE,6.65196027778,3.59
2019-12-02T19:45:13+00:00,16.0,19.0,221.7,ADAPTIVE,6.65586777778,3.578
2019-12-02T19:45:17+00:00,15.9,19.0,221.7,ADAPTIVE,6.65975861111,3.5629999999999997
2019-12-02T19:45:21+00:00,16.0,19.0,221.8,ADAPTIVE,6.66364916667,3.5709999999999997
2019-12-02T19:45:25+00:00,16.0,19.0,221.6,ADAPTIVE,6.667557222219999,3.573
2019-12-02T19:45:29+00:00,16.0,19.0,221.6,ADAPTIVE,6.67144888889,3.573
2019-12-02T19:45:32+00:00,16.0,19.0,221.6,ADAPTIVE,6.67534055556,3.566
2019-12-02T19:45:36+00:00,16.0,19.0,221.6,ADAPTIVE,6.6792475,3.574
2019-12-02T19:45:40+00:00,16.0,19.0,218.2,ADAPTIVE,6.6831375,3.5469999999999997
2019-12-02T19:45:45+00:00,16.0,19.0,221.4,ADAPTIVE,6.6870177777799995,3.57
2019-12-02T19:45:48+00:00,15.9,19.0,221.5,ADAPTIVE,6.69092305556,3.562
2019-12-02T19:45:52+00:00,15.9,19.0,221.7,ADAPTIVE,6.69481361111,3.561
2019-12-02T19:45:56+00:00,15.9,19.0,221.7,ADAPTIVE,6.69872055556,3.556
2019-12-02T19:46:00+00:00,16.0,19.0,221.8,ADAPTIVE,6.70261416667,3.573
2019-12-02T19:46:04+00:00,16.0,19.0,222.2,ADAPTIVE,6.706510833329999,3.59
2019-12-02T19:46:08+00:00,16.0,19.0,221.6,ADAPTIVE,6.71042277778,3.5789999999999997
2019-12-02T19:46:12+00:00,15.9,19.0,221.5,ADAPTIVE,6.71431583333,3.565
2019-12-02T19:46:16+00:00,16.0,19.0,221.8,ADAPTIVE,6.71822666667,3.59
2019-12-02T19:46:20+00:00,16.0,19.0,221.7,ADAPTIVE,6.72212305556,3.5839999999999996
2019-12-02T19:46:24+00:00,16.0,19.0,221.8,ADAPTIVE,6.72602361111,3.581
2019-12-02T19:46:28+00:00,16.0,19.0,222.0,ADAPTIVE,6.72993888889,3.5759999999999996
2019-12-02T19:46:32+00:00,16.0,19.0,222.0,ADAPTIVE,6.733837222219999,3.5799999999999996
2019-12-02T19:46:36+00:00,16.0,19.0,221.7,ADAPTIVE,6.73773333333,3.5709999999999997
2019-12-02T19:46:40+00:00,16.0,19.0,221.7,ADAPTIVE,6.7416466666699995,3.581
2019-12-02T19:46:44+00:00,16.0,19.0,221.7,ADAPTIVE,6.7455413888899995,3.59
2019-12-02T19:46:47+00:00,15.9,19.0,222.0,ADAPTIVE,6.749454722219999,3.57
2019-12-02T19:46:51+00:00,16.0,19.0,221.7,ADAPTIVE,6.75335305556,3.5829999999999997
2019-12-02T19:46:55+00:00,16.0,19.0,221.9,ADAPTIVE,6.7572511111099995,3.5719999999999996
2019-12-02T19:46:59+00:00,16.0,19.0,221.8,ADAPTIVE,6.76116333333,3.5839999999999996
2019-12-02T19:47:03+00:00,16.0,19.0,221.9,ADAPTIVE,6.76506055556,3.586
2019-12-02T19:47:07+00:00,15.9,19.0,222.0,ADAPTIVE,6.76895916667,3.561
2019-12-02T19:47:11+00:00,16.0,19.0,222.2,ADAPTIVE,6.772876388889999,3.5949999999999998
2019-12-02T19:47:15+00:00,16.0,19.0,221.9,ADAPTIVE,6.776776111109999,3.5749999999999997
2019-12-02T19:47:19+00:00,15.9,19.0,222.0,ADAPTIVE,6.78069277778,3.568
2019-12-02T19:47:23+00:00,16.0,19.0,221.9,ADAPTIVE,6.78459166667,3.5789999999999997
2019-12-02T19:47:27+00:00,16.0,19.0,221.8,ADAPTIVE,6.78850638889,3.569
2019-12-02T19:47:31+00:00,16.0,19.0,221.9,ADAPTIVE,6.79240388889,3.5829999999999997
2019-12-02T19:47:35+00:00,16.0,19.0,221.8,ADAPTIVE,6.79629944444,3.5879999999999996
2019-12-02T19:47:39+00:00,15.9,19.0,221.5,ADAPTIVE,6.800207222219999,3.564
2019-12-02T19:47:43+00:00,15.9,19.0,221.5,ADAPTIVE,6.80409666667,3.561
2019-12-02T19:47:47+00:00,15.9,19.0,221.5,ADAPTIVE,6.80800472222,3.565
2019-12-02T19:47:50+00:00,16.0,19.0,221.9,ADAPTIVE,6.811898333329999,3.565
2019-12-02T19:47:55+00:00,16.0,19.0,221.5,ADAPTIVE,6.815789444439999,3.573
2019-12-02T19:47:58+00:00,15.9,19.0,221.5,ADAPTIVE,6.8196947222199995,3.553
2019-12-02T19:48:02+00:00,16.0,19.0,221.6,ADAPTIVE,6.82358722222,3.5789999999999997
2019-12-02T19:48:06+00:00,16.0,19.0,221.6,ADAPTIVE,6.82747944444,3.5839999999999996
2019-12-02T19:48:10+00:00,15.9,19.0,221.8,ADAPTIVE,6.83138805556,3.5629999999999997
2019-12-02T19:48:14+00:00,16.0,19.0,221.9,ADAPTIVE,6.835279444439999,3.578
2019-12-02T19:48:18+00:00,16.0,19.0,221.3,ADAPTIVE,6.83916638889,3.57
2019-12-02T19:48:24+00:00,16.0,19.0,221.4,ADAPTIVE,6.8430675,3.564
2019-12-02T19:48:26+00:00,15.9,19.0,221.3,ADAPTIVE,6.84695055556,3.561
2019-12-02T19:48:30+00:00,15.9,19.0,221.6,ADAPTIVE,6.85085111111,3.5669999999999997
2019-12-02T19:48:34+00:00,16.0,19.0,221.6,ADAPTIVE,6.85473888889,3.582
2019-12-02T19:48:38+00:00,16.0,19.0,221.6,ADAPTIVE,6.8586419444399995,3.586
2019-12-02T19:48:42+00:00,16.0,19.0,221.9,ADAPTIVE,6.86253055556,3.5789999999999997
2019-12-02T19:48:47+00:00,16.0,19.0,221.7,ADAPTIVE,6.86643777778,3.5669999999999997
2019-12-02T19:48:50+00:00,16.0,19.0,221.6,ADAPTIVE,6.87032444444,3.5749999999999997
2019-12-02T19:48:54+00:00,16.0,19.0,221.7,ADAPTIVE,6.874215833329999,3.5719999999999996
2019-12-02T19:48:58+00:00,16.0,19.0,221.8,ADAPTIVE,6.8781213888899995,3.573
2019-12-02T19:49:01+00:00,16.0,19.0,221.7,ADAPTIVE,6.88201333333,3.5719999999999996
2019-12-02T19:49:05+00:00,16.0,19.0,221.6,ADAPTIVE,6.88592166667,3.573
2019-12-02T19:49:09+00:00,15.9,19.0,221.5,ADAPTIVE,6.88981222222,3.553
2019-12-02T19:49:13+00:00,16.0,19.0,222.0,ADAPTIVE,6.89370166667,3.565
2019-12-02T19:49:17+00:00,16.0,19.0,221.5,ADAPTIVE,6.897609999999999,3.574
2019-12-02T19:49:21+00:00,16.0,19.0,221.9,ADAPTIVE,6.90150361111,3.5869999999999997
2019-12-02T19:49:25+00:00,16.0,20.0,221.8,ADAPTIVE,6.90539916667,3.578
2019-12-02T19:49:29+00:00,16.0,20.0,221.9,ADAPTIVE,6.9093102777799995,3.578
2019-12-02T19:49:34+00:00,16.0,20.0,221.8,ADAPTIVE,6.913208333329999,3.577
2019-12-02T19:49:37+00:00,16.0,20.0,221.8,ADAPTIVE,6.917105833329999,3.5759999999999996
2019-12-02T19:49:41+00:00,16.0,20.0,222.0,ADAPTIVE,6.921020833329999,3.574
2019-12-02T19:49:45+00:00,15.9,20.0,221.9,ADAPTIVE,6.924919722219999,3.574
2019-12-02T19:49:49+00:00,16.0,20.0,221.9,ADAPTIVE,6.92881638889,3.577
2019-12-02T19:49:53+00:00,16.0,20.0,221.9,ADAPTIVE,6.93272944444,3.586
2019-12-02T19:49:57+00:00,15.9,20.0,222.1,ADAPTIVE,6.93662833333,3.573
2019-12-02T19:50:00+00:00,16.0,20.0,221.8,ADAPTIVE,6.94054555556,3.577
2019-12-02T19:50:04+00:00,16.0,20.0,222.0,ADAPTIVE,6.94444305556,3.578
2019-12-02T19:50:09+00:00,16.0,20.0,222.1,ADAPTIVE,6.94834055556,3.594
2019-12-02T19:50:12+00:00,15.9,20.0,221.7,ADAPTIVE,6.952255,3.566
2019-12-02T19:50:17+00:00,15.9,20.0,221.9,ADAPTIVE,6.95615305556,3.573
2019-12-02T19:50:18+00:00,15.9,20.0,221.9,ADAPTIVE,6.95615305556,3.573
2019-12-02T19:50:20+00:00,15.9,20.0,222.1,ADAPTIVE,6.96005222222,3.574
2019-12-02T19:50:24+00:00,16.0,20.0,222.0,ADAPTIVE,6.96396972222,3.589
2019-12-02T19:50:28+00:00,15.9,20.0,221.9,ADAPTIVE,6.96786805556,3.5749999999999997
2019-12-02T19:50:32+00:00,16.0,19.0,221.9,ADAPTIVE,6.97178222222,3.578
2019-12-02T19:50:37+00:00,16.0,19.0,222.1,ADAPTIVE,6.97568222222,3.574
2019-12-02T19:50:40+00:00,16.0,19.0,221.8,ADAPTIVE,6.97958027778,3.585
2019-12-02T19:50:44+00:00,16.0,20.0,221.7,ADAPTIVE,6.98349416667,3.5709999999999997
2019-12-02T19:50:48+00:00,16.0,20.0,221.8,ADAPTIVE,6.9873924999999995,3.569
2019-12-02T19:50:52+00:00,16.0,20.0,221.8,ADAPTIVE,6.99128944444,3.5829999999999997
2019-12-02T19:50:56+00:00,15.9,20.0,221.7,ADAPTIVE,6.9952024999999995,3.565
2019-12-02T19:51:00+00:00,16.0,20.0,221.8,ADAPTIVE,6.999097777779999,3.581
2019-12-02T19:51:03+00:00,16.0,20.0,221.7,ADAPTIVE,7.00299444444,3.574
2019-12-02T19:51:08+00:00,16.0,20.0,222.0,ADAPTIVE,7.00691055556,3.5759999999999996
2019-12-02T19:51:11+00:00,16.0,20.0,221.8,ADAPTIVE,7.01080888889,3.5749999999999997
2019-12-02T19:51:15+00:00,16.0,20.0,222.1,ADAPTIVE,7.0147066666699995,3.577
2019-12-02T19:51:19+00:00,15.9,20.0,221.8,ADAPTIVE,7.01861888889,3.566
2019-12-02T19:51:23+00:00,16.0,20.0,222.0,ADAPTIVE,7.022517499999999,3.5829999999999997
2019-12-02T19:51:29+00:00,16.0,20.0,222.0,ADAPTIVE,7.02643194444,3.581
2019-12-02T19:51:31+00:00,16.0,20.0,221.9,ADAPTIVE,7.0303316666699995,3.59
2019-12-02T19:51:35+00:00,16.0,20.0,222.2,ADAPTIVE,7.034234444439999,3.577
2019-12-02T19:51:39+00:00,16.0,20.0,222.3,ADAPTIVE,7.03815277778,3.586
2019-12-02T19:51:43+00:00,15.9,20.0,221.3,ADAPTIVE,7.04204,3.554
2019-12-02T19:51:47+00:00,16.0,20.0,221.4,ADAPTIVE,7.04594027778,3.578
2019-12-02T19:51:51+00:00,15.9,20.0,221.6,ADAPTIVE,7.04982444444,3.5589999999999997
2019-12-02T19:51:55+00:00,16.0,20.0,221.4,ADAPTIVE,7.05371,3.566
2019-12-02T19:51:59+00:00,16.0,20.0,222.0,ADAPTIVE,7.05761861111,3.589
2019-12-02T19:52:02+00:00,16.0,20.0,221.8,ADAPTIVE,7.06151777778,3.5789999999999997
2019-12-02T19:52:07+00:00,16.0,20.0,222.1,ADAPTIVE,7.06541305556,3.5759999999999996
2019-12-02T19:52:10+00:00,16.0,20.0,221.8,ADAPTIVE,7.069324722219999,3.5829999999999997
2019-12-02T19:52:14+00:00,16.0,20.0,221.7,ADAPTIVE,7.073217499999999,3.577
2019-12-02T19:52:18+00:00,16.0,20.0,221.8,ADAPTIVE,7.07712666667,3.5719999999999996
2019-12-02T19:52:22+00:00,16.0,20.0,221.6,ADAPTIVE,7.081018333329999,3.5869999999999997
2019-12-02T19:52:26+00:00,16.0,20.0,221.7,ADAPTIVE,7.084911944439999,3.578
2019-12-02T19:52:30+00:00,16.1,20.0,221.7,ADAPTIVE,7.088821944439999,3.5919999999999996
2019-12-02T19:52:34+00:00,16.0,20.0,221.8,ADAPTIVE,7.09271555556,3.5709999999999997
2019-12-02T19:52:38+00:00,15.9,20.0,221.6,ADAPTIVE,7.09662555556,3.565
2019-12-02T19:52:42+00:00,16.0,20.0,221.4,ADAPTIVE,7.10051805556,3.5759999999999996
2019-12-02T19:52:47+00:00,15.9,20.0,221.8,ADAPTIVE,7.10441,3.569
2019-12-02T19:52:50+00:00,15.9,20.0,221.6,ADAPTIVE,7.10831916667,3.5669999999999997
2019-12-02T19:52:54+00:00,15.9,20.0,221.4,ADAPTIVE,7.11220833333,3.558
2019-12-02T19:52:58+00:00,15.9,20.0,221.6,ADAPTIVE,7.116097777779999,3.5629999999999997
2019-12-02T19:53:02+00:00,15.9,20.0,221.7,ADAPTIVE,7.120002222219999,3.561
2019-12-02T19:53:06+00:00,16.0,20.0,221.7,ADAPTIVE,7.123892222219999,3.568
2019-12-02T19:53:10+00:00,15.9,20.0,221.7,ADAPTIVE,7.12779527778,3.5589999999999997
2019-12-02T19:53:14+00:00,15.9,20.0,221.8,ADAPTIVE,7.13166805556,3.566
2019-12-02T19:53:18+00:00,16.0,20.0,221.6,ADAPTIVE,7.135556666669999,3.585
2019-12-02T19:53:22+00:00,16.0,20.0,221.5,ADAPTIVE,7.13946222222,3.569
2019-12-02T19:53:25+00:00,16.0,20.0,221.6,ADAPTIVE,7.14335166667,3.578
2019-12-02T19:53:29+00:00,16.0,20.0,221.6,ADAPTIVE,7.147257499999999,3.5749999999999997
2019-12-02T19:53:34+00:00,16.0,20.0,221.7,ADAPTIVE,7.15114805556,3.5839999999999996
2019-12-02T19:53:37+00:00,15.9,20.0,221.7,ADAPTIVE,7.1550575,3.564
2019-12-02T19:53:42+00:00,15.9,20.0,221.7,ADAPTIVE,7.15894805556,3.564
2019-12-02T19:53:45+00:00,15.9,20.0,221.7,ADAPTIVE,7.162841944439999,3.57
2019-12-02T19:53:49+00:00,16.0,20.0,221.6,ADAPTIVE,7.16675138889,3.585
2019-12-02T19:53:53+00:00,16.0,20.0,221.7,ADAPTIVE,7.1706427777799995,3.589
2019-12-02T19:53:57+00:00,15.9,20.0,221.6,ADAPTIVE,7.17453027778,3.5549999999999997
2019-12-02T19:54:01+00:00,15.9,20.0,221.9,ADAPTIVE,7.178439999999999,3.5669999999999997
2019-12-02T19:54:05+00:00,15.9,20.0,222.0,ADAPTIVE,7.1823366666699995,3.569
2019-12-02T19:54:09+00:00,15.9,20.0,221.6,ADAPTIVE,7.18625361111,3.561
2019-12-02T19:54:13+00:00,15.9,20.0,222.1,ADAPTIVE,7.19014805556,3.5669999999999997
2019-12-02T19:54:17+00:00,16.0,20.0,222.0,ADAPTIVE,7.19404611111,3.5799999999999996
2019-12-02T19:54:21+00:00,16.0,20.0,221.8,ADAPTIVE,7.19795916667,3.5789999999999997
2019-12-02T19:54:25+00:00,16.0,20.0,222.0,ADAPTIVE,7.20185416667,3.582
2019-12-02T19:54:28+00:00,16.0,20.0,222.2,ADAPTIVE,7.205768333329999,3.589
2019-12-02T19:54:33+00:00,16.0,20.0,222.0,ADAPTIVE,7.20966666667,3.5719999999999996
2019-12-02T19:54:36+00:00,16.0,20.0,222.1,ADAPTIVE,7.2135638888899996,3.5829999999999997
2019-12-02T19:54:40+00:00,16.0,20.0,222.0,ADAPTIVE,7.21748055556,3.5839999999999996
2019-12-02T19:54:45+00:00,16.0,20.0,221.8,ADAPTIVE,7.22137805556,3.5879999999999996
2019-12-02T19:54:48+00:00,16.0,20.0,222.0,ADAPTIVE,7.22529277778,3.5909999999999997
2019-12-02T19:54:52+00:00,16.0,20.0,222.0,ADAPTIVE,7.229189722219999,3.5759999999999996
2019-12-02T19:54:56+00:00,16.0,20.0,222.0,ADAPTIVE,7.23310388889,3.581
2019-12-02T19:55:00+00:00,16.0,20.0,222.0,ADAPTIVE,7.23700055556,3.5879999999999996
2019-12-02T19:55:04+00:00,16.1,20.0,221.8,ADAPTIVE,7.240913333329999,3.5989999999999998
2019-12-02T19:55:08+00:00,15.9,20.0,221.9,ADAPTIVE,7.24480805556,3.568
2019-12-02T19:55:12+00:00,16.0,19.0,221.9,ADAPTIVE,7.24870388889,3.5719999999999996
2019-12-02T19:55:16+00:00,16.0,19.0,221.3,ADAPTIVE,7.25261416667,3.5829999999999997
2019-12-02T19:55:20+00:00,16.0,19.0,220.5,ADAPTIVE,7.25648388889,3.552
2019-12-02T19:55:24+00:00,16.0,19.0,221.2,ADAPTIVE,7.260362499999999,3.561
2019-12-02T19:55:28+00:00,16.0,19.0,221.8,ADAPTIVE,7.264266388889999,3.5759999999999996
2019-12-02T19:55:32+00:00,16.0,19.0,222.2,ADAPTIVE,7.26816166667,3.5709999999999997
2019-12-02T19:55:35+00:00,16.3,19.0,217.8,ADAPTIVE,7.272060833329999,3.574
